    0.206228981915412696E+00    0.426707013322973561E+00    0.217338048755796542E+00    0.104571263620744537E+01    0.245830469726651395E+07    0.216517671366558417E-01    0.590212669105075527E+01    0.331064630968736062E+00    0.240041338373949342E-02    0.429717623891482799E+05
    0.389380713742546847E+00    0.220146148147495696E+00    0.198898613745101482E+00    0.103995318153607275E+01    0.245830469695098046E+07    0.214049258535951026E-01    0.464912571544723430E+00    0.734276978105991018E+00    0.240041332494581082E-02    0.429723706754356754E+05
    0.860242927305873567E-01    0.274826628030797104E+00    0.496056442232040484E+00    0.104300124900641022E+01    0.245830469582938589E+07    0.210743697751012427E-01    0.137397607306276237E+01    0.906354774179455536E+00    0.240041377116929303E-02    0.429727308089718499E+05
    0.300078113050495018E-01    0.176832487706374691E+00    0.481596092037824441E+00    0.103750907660612324E+01    0.245830469910530327E+07    0.216234371236723177E-01    0.738691731328674628E+01    0.130775784591083605E+00    0.240041428891624685E-02    0.429727600076698727E+05
    0.148946360059281413E+00    0.298115656331409337E-01    0.895724809184441195E+00    0.104486291875576964E+01    0.245830469529661769E+07    0.217952919635227005E-01    0.237675880571306486E+01    0.721909441329143586E+00    0.240041366663787262E-02    0.429734471481935398E+05
    0.593754246661280932E-01    0.583253447378552337E+00    0.979460521475565948E+00    0.104394054095066036E+01    0.245830469833116513E+07    0.216173317566403789E-01    0.857114748385924763E+01    0.666176205307389968E+00    0.240041329007218470E-02    0.429735538488167876E+05
    0.158525377541661294E+00    0.287706237424682487E+00    0.953927835012691516E+00    0.103861921129490509E+01    0.245830469726633886E+07    0.211723704863295836E-01    0.233320098947090671E+01    0.758591016480385294E+00    0.240041359910027384E-02    0.429741724359883592E+05
    0.278698574330938142E+00    0.331522982173434344E+00    0.798952939513249638E+00    0.104249584807934581E+01    0.245830469873105269E+07    0.215448902693426980E-01    0.240502577578592680E+01    0.399408345823852651E+00    0.240041340887436200E-02    0.429742589202581657E+05
    0.730485653703854682E-01    0.418288742969439187E+00    0.458406912943382427E+00    0.103919378565678344E+01    0.245830469840933802E+07    0.215248686488815899E-01    0.355743183797824480E+01    0.111732144018796831E+00    0.240041424406703743E-02    0.429742753437159336E+05
    0.106149831536445430E+00    0.185911348950349997E+00    0.369309600002315275E+00    0.104089755972035336E+01    0.245830469858106645E+07    0.211687047700874764E-01    0.668076843247253471E+01    0.443174099607935856E+00    0.240041402481171694E-02    0.429742826815785666E+05
    0.217047971190034050E+00    0.217702650472431203E+00    0.501414777198744166E+00    0.103598946247968282E+01    0.245830469586394634E+07    0.213385416895990332E-01    0.135903025232007213E+01    0.536962564807197062E+00    0.240041340026833899E-02    0.429743121957902404E+05
    0.230168089523650338E-01    0.385514757836989241E+00    0.317309795136880679E+00    0.103903425765734059E+01    0.245830469691678043E+07    0.217901293270803542E-01    0.822689673077413275E+01    0.912684293336116115E+00    0.240041382957867930E-02    0.429745521652085081E+05
    0.424321045234460140E-01    0.216965640428334716E+00    0.351198073341101202E+00    0.104491144368529199E+01    0.245830469856943563E+07    0.215090478787951511E-01    0.897631934912736362E+01    0.305593091744442935E+00    0.240041343282786698E-02    0.429746975124711607E+05
    0.487681758845492988E-01    0.259916531806518469E+00    0.113661990604832119E+00    0.104193303739885912E+01    0.245830469530406129E+07    0.211645235045683222E-01    0.481887678986536550E+01    0.882307120974638481E+00    0.240041367567864813E-02    0.429747068036602577E+05
    0.255503784032948489E+00    0.213562304002819503E+00    0.253736614684183737E+00    0.104577451206025551E+01    0.245830469473963557E+07    0.212906906286471909E-01    0.340046412717623925E+00    0.601425239390646404E+00    0.240041356481547315E-02    0.429748271933109063E+05
    0.162647924598997823E+00    0.590947710659684659E-02    0.878327073529904245E+00    0.103720057269117438E+01    0.245830469743041229E+07    0.212906755402344494E-01    0.196547900028875366E+01    0.786270761412573238E+00    0.240041347258055076E-02    0.429748325999812005E+05
    0.175123539213717289E+00    0.553276609918864737E+00    0.743440679885435829E+00    0.104002098149567868E+01    0.245830469587992737E+07    0.216290793089011224E-01    0.744345487611710865E+01    0.209380865075858486E+00    0.240041341765441941E-02    0.429748442661132576E+05
    0.182482680601997599E+00    0.261630014347476070E+00    0.477468690548680519E+00    0.104550046763200166E+01    0.245830469473475777E+07    0.214476664986156251E-01    0.626350567368402800E+01    0.715194157446707723E-01    0.240041416856260313E-02    0.429748780043773513E+05
    0.745654312366745859E-02    0.500201689698225649E+00    0.388847855692267763E+00    0.104624742347661637E+01    0.245830469469014043E+07    0.214296305198553583E-01    0.402123535459626602E+01    0.233023671677793059E+00    0.240041407913730871E-02    0.429748784340148486E+05
    0.296600057406463502E+00    0.567328627414049810E-01    0.761666873039728354E+00    0.104161841158415203E+01    0.245830469619912561E+07    0.212853040724456655E-01    0.140885423088153372E+01    0.629140781886172173E-01    0.240041350570491252E-02    0.429749251116635132E+05
    0.200840450599903964E+00    0.122393547498550970E+00    0.389955138705882887E+00    0.103853657657926735E+01    0.245830469584215106E+07    0.217206148754076622E-01    0.879178700109132372E+01    0.434898558598974527E-01    0.240041402434604343E-02    0.429749930506531600E+05
    0.324821333667861645E+00    0.245827874613341185E+00    0.494262915025331317E+00    0.104090397616683838E+01    0.245830469565705210E+07    0.212257518117935362E-01    0.438202577232839285E+01    0.694875645796626973E+00    0.240041410446977096E-02    0.429750277037248525E+05
    0.178063074604951993E+00    0.265836524342482783E+00    0.242161040959383261E+00    0.104180003861449766E+01    0.245830469636916090E+07    0.214443040266556473E-01    0.607573850222753453E+01    0.146100685153886078E+00    0.240041345650012254E-02    0.429752472828716054E+05
    0.231446630305756490E+00    0.135820503576696366E+00    0.920592316889487616E+00    0.104397352932498455E+01    0.245830469680615654E+07    0.212158852628845374E-01    0.996753359842145414E+01    0.678273449363905045E-01    0.240041366664347361E-02    0.429752518782477346E+05
    0.256060245376316165E+00    0.273771161108459726E+00    0.652447905029020836E+00    0.103863795826604943E+01    0.245830469873022009E+07    0.216925818773745505E-01    0.795137269130859181E+01    0.862386811902657036E-01    0.240041404236761898E-02    0.429752987368851609E+05
    0.161607461061510610E+00    0.978073789173241614E-01    0.668953343146365786E+00    0.104576783882053381E+01    0.245830469784870557E+07    0.215703806566689416E-01    0.570319831524589294E+01    0.715582274334174762E+00    0.240041351543541842E-02    0.429753294660108368E+05
    0.402399477548035650E-01    0.321337945536721681E+00    0.489793278169557283E-01    0.103777389614288307E+01    0.245830469808720192E+07    0.211394693300706038E-01    0.489505894137946762E+00    0.502770077550374839E+00    0.240041398732402647E-02    0.429753303975447052E+05
    0.261650817010840975E+00    0.280218494798261386E+00    0.984148895799569767E+00    0.104541647005919947E+01    0.245830469684915338E+07    0.212272159188775511E-01    0.813214446272025659E+00    0.464009502246690991E-01    0.240041373871762321E-02    0.429753686719363395E+05
    0.301567881508673585E+00    0.172411238765986519E+00    0.875019846063318507E+00    0.103899620385159586E+01    0.245830469502188265E+07    0.217093278097446607E-01    0.562626967706069436E+01    0.869758767224867668E+00    0.240041395273769397E-02    0.429753966329028917E+05
    0.185758829261960912E+00    0.478223844225252395E-01    0.848902676698724878E+00    0.104402361036325653E+01    0.245830469719906850E+07    0.217213187560494347E-01    0.548293425971486581E+01    0.690263037408113678E+00    0.240041375712545446E-02    0.429754068204256764E+05
    0.549455647793579138E-01    0.463965734753331045E-02    0.981962671447180635E+00    0.103991836518575731E+01    0.245830469889549352E+07    0.215912257514485617E-01    0.426500572614497386E+01    0.282559006468630969E+00    0.240041412756852391E-02    0.429754355875861511E+05
    0.218347826017718377E+00    0.364395252111712364E+00    0.357714050169184783E+00    0.103991817031177725E+01    0.245830469725144422E+07    0.216887326216932408E-01    0.628953563397928850E+01    0.290627147815066378E+00    0.240041397212504377E-02    0.429754640372411377E+05
    0.170874429815962570E+00    0.359303200379587240E+00    0.598872610473264247E-01    0.104335616163464828E+01    0.245830469723796519E+07    0.214331743960833876E-01    0.890524040912690040E+01    0.161640254125484106E+00    0.240041412777753467E-02    0.429755011602199447E+05
    0.185126088834620312E+00    0.275285831546316417E+00    0.184841613950261635E-01    0.104616498064697772E+01    0.245830469757377217E+07    0.213132331782852624E-01    0.898379440323349598E+01    0.447273077164230121E-01    0.240041358032418379E-02    0.429755043186411058E+05
    0.199110679686670400E+00    0.334543324584706592E+00    0.274166871041792604E+00    0.104278361531373864E+01    0.245830469498218596E+07    0.212181030790286052E-01    0.441228779904850388E+01    0.108225253716759770E+00    0.240041392197072340E-02    0.429755287860051903E+05
    0.924100883199390488E-01    0.197510564508132452E+00    0.389935585622480374E+00    0.104373596275637759E+01    0.245830469879699079E+07    0.217039445905995443E-01    0.647517506093430395E+01    0.328030346878154383E-01    0.240041368947198960E-02    0.429755534709155763E+05
    0.869561399544788588E-01    0.625672997365134403E-01    0.262683977058293161E+00    0.103915360428326253E+01    0.245830469599991571E+07    0.212388496515965031E-01    0.354208454078102197E+00    0.295179456847340684E-01    0.240041401869638777E-02    0.429755592357735950E+05
    0.280228253272868044E+00    0.539462715984576069E+00    0.498479651936359680E+00    0.104372455486933635E+01    0.245830469620545488E+07    0.211486182337159434E-01    0.819878540444795512E+01    0.364780646879477755E+00    0.240041398979717402E-02    0.429756132786742673E+05
    0.130335732972080093E+00    0.296052633220634298E+00    0.217152887835429742E+00    0.104657974649601626E+01    0.245830469813346304E+07    0.216846759153765944E-01    0.265701096351599952E+01    0.717043533827455781E+00    0.240041366624948104E-02    0.429756134757542823E+05
    0.356011912184921009E+00    0.225677912918992862E-01    0.806748572460172064E+00    0.103673983156275651E+01    0.245830469581173873E+07    0.213777645181809639E-01    0.395473936627252609E+01    0.552362488093124604E+00    0.240041346819197055E-02    0.429756552675858984E+05
    0.131850370289685520E+00    0.137342469892587193E+00    0.415871699328916489E+00    0.103787111345718541E+01    0.245830469833972771E+07    0.213663815919558076E-01    0.345980829303972159E+01    0.708255961895497332E+00    0.240041347938035714E-02    0.429756863706052973E+05
    0.167662475956097262E+00    0.473412509440965024E+00    0.956228539976236136E+00    0.104305763910911931E+01    0.245830469857853651E+07    0.212650232537114903E-01    0.890342565101824235E+01    0.567818997931128666E+00    0.240041360268651192E-02    0.429757384378139541E+05
    0.280610141093850851E+00    0.799900998917223716E-01    0.103904424791628980E+00    0.104187290742424743E+01    0.245830469882477401E+07    0.212418176008140058E-01    0.810943056517919203E+01    0.282192912828060471E+00    0.240041397580728535E-02    0.429757949475648638E+05
    0.227349151195575777E+00    0.610387199170783351E-01    0.197443554467390869E+00    0.103919759479648222E+01    0.245830469476470212E+07    0.212937540554558602E-01    0.398596822894957237E+01    0.924140013716844955E+00    0.240041406660887469E-02    0.429758453997506076E+05
    0.180637473153969358E+00    0.251836034634739858E+00    0.975419236960429537E+00    0.104463894363264131E+01    0.245830469782420620E+07    0.212564417662046701E-01    0.670689181464866202E+01    0.132347380314341484E+00    0.240041367182355914E-02    0.429758611539241683E+05
    0.106748285727858633E+00    0.635607944386244877E-01    0.655906030459254996E+00    0.104619923409347071E+01    0.245830469484991161E+07    0.216500669758388220E-01    0.628931329547592366E+01    0.553073259328333067E+00    0.240041395355322955E-02    0.429758634821269079E+05
    0.305469951913956761E+00    0.242294313042216491E+00    0.646081394512265650E+00    0.104608151642804570E+01    0.245830469897288224E+07    0.212626666301067857E-01    0.392761922774830463E+01    0.976220588746331885E+00    0.240041370248407580E-02    0.429758791765747301E+05
    0.380694417276776637E-01    0.945257343885285428E-01    0.123955197970225417E+00    0.104234584419764653E+01    0.245830469874430681E+07    0.217070266341825580E-01    0.592526343314797588E+00    0.253573014327464263E+00    0.240041380621820776E-02    0.429758978708031937E+05
    0.193173067997019082E+00    0.216506838969698717E+00    0.715080129404411680E+00    0.103957715396742212E+01    0.245830469628336234E+07    0.212051152574193047E-01    0.395604585264698283E+01    0.421601851254898685E+00    0.240041389381419031E-02    0.429759224164151092E+05
    0.193173067997019082E+00    0.216506838969698717E+00    0.715080129404411680E+00    0.103957715396742212E+01    0.245830469628336234E+07    0.212051152574193047E-01    0.395604585264698283E+01    0.421601851254898685E+00    0.240041389381419031E-02    0.429759224164151092E+05
    0.188106748535860735E+00    0.117361627418734057E+00    0.444097833969390510E+00    0.104396356564007364E+01    0.245830469486208120E+07    0.216572745460106297E-01    0.547202616367268924E+01    0.692543060438348235E+00    0.240041367264512548E-02    0.429759465828921675E+05
    0.398243103134335447E-01    0.400626020149600970E+00    0.626144841016189280E+00    0.104291829542583447E+01    0.245830469705504319E+07    0.213498540264631664E-01    0.640388286696181197E+01    0.372864923197725018E+00    0.240041407560432274E-02    0.429759710398725510E+05
    0.208193459285599347E+00    0.563602709519239409E+00    0.208999337798811829E+00    0.104249840248246062E+01    0.245830469789264817E+07    0.213205060235344135E-01    0.773005280433559872E+01    0.436828868107903889E+00    0.240041418470883375E-02    0.429760259854488322E+05
    0.135581396779726540E-01    0.542323728573765096E+00    0.126251505503405304E+00    0.104460630368596896E+01    0.245830469828122109E+07    0.212233434868860371E-01    0.903774979144026602E+01    0.996633921387470312E-01    0.240041367361367233E-02    0.429760317670210716E+05
    0.896166270578265811E-01    0.175110301679210489E+00    0.692349350682143982E+00    0.104195662393424371E+01    0.245830469544831384E+07    0.212591409312321566E-01    0.987099454526891051E+01    0.200676769963827106E+00    0.240041365578689539E-02    0.429761139681747954E+05
    0.248307542700350631E+00    0.744807840192316523E-01    0.500765410101713174E-01    0.104343394650731636E+01    0.245830469562893454E+07    0.216267308320978735E-01    0.962013556239890022E+01    0.224592604454238148E+00    0.240041401821989176E-02    0.429761241640191074E+05
    0.198202943814943355E+00    0.149482141633277638E+00    0.341668741603139370E+00    0.103799532252683435E+01    0.245830469803225901E+07    0.213087519172412421E-01    0.788194900852851710E+01    0.398496575846847279E+00    0.240041353914276093E-02    0.429761256194437447E+05
    0.185317731382743434E+00    0.385362570285894712E+00    0.613918445074975727E+00    0.103854396104633984E+01    0.245830469853372965E+07    0.214629585606478379E-01    0.655445249888183668E+01    0.948118500749133508E+00    0.240041346703504747E-02    0.429761383846316676E+05
    0.162668695028201332E+00    0.228435329491304767E+00    0.549266248568742399E+00    0.104490398139487106E+01    0.245830469825483346E+07    0.214884233942709280E-01    0.438201065936861500E+01    0.221146694495862162E+00    0.240041408469871811E-02    0.429761595118085752E+05
    0.164026237777999184E+00    0.507306058067652832E+00    0.259262493496369484E+00    0.104514802281353014E+01    0.245830469771503797E+07    0.215711743865307781E-01    0.967953051155754096E+01    0.579420251163324740E+00    0.240041404192065837E-02    0.429761618246013240E+05
    0.269831451228784658E+00    0.350424206928858395E+00    0.117709852209645735E+00    0.104555266701015870E+01    0.245830469693943812E+07    0.212806429726630775E-01    0.491696778931715439E+01    0.253071966198390765E-01    0.240041390721910984E-02    0.429761904076560822E+05
    0.269831451228784658E+00    0.350424206928858395E+00    0.117709852209645735E+00    0.104555266701015870E+01    0.245830469693943812E+07    0.212806429726630775E-01    0.491696778931715439E+01    0.253071966198390765E-01    0.240041390721910984E-02    0.429761904076560822E+05
