# time(days) eclipse_dt(seconds) gw_freq(hertz)
4.716501116056314459e+03 -4.367644024448236451e+03 4.821802469105973717e-03
4.727937692498417164e+03 -4.388851039446308278e+03 4.821802719748018162e-03
4.739575502840510126e+03 -4.410483929724432528e+03 4.821802974800318622e-03
4.750747628009313303e+03 -4.431301217421423644e+03 4.821803219646788111e-03
4.758766675787286658e+03 -4.446273516328074038e+03 4.821803395390958195e-03
4.769163560891411180e+03 -4.465723048811196350e+03 4.821803623247463561e-03
4.779374522665747463e+03 -4.484866087863338180e+03 4.821803847029342005e-03
4.786004845557643421e+03 -4.497318234649719670e+03 4.821803992338506879e-03
4.797929086037147499e+03 -4.519756118141231127e+03 4.821804253668415113e-03
4.804716427443408975e+03 -4.532552816782845184e+03 4.821804402418820336e-03
4.815528059401167411e+03 -4.552974179311422631e+03 4.821804639365036456e-03
4.823589063930737211e+03 -4.568229936764691956e+03 4.821804816028913560e-03
4.832040630337112816e+03 -4.584252247813856229e+03 4.821805001252317015e-03
4.842004987139016521e+03 -4.603178505782852881e+03 4.821805219629866565e-03
4.852090515581522595e+03 -4.622374619019683450e+03 4.821805440663034029e-03
4.864067983986277795e+03 -4.645223607358639129e+03 4.821805703159769314e-03
4.876135723460010922e+03 -4.668301774715655483e+03 4.821805967634925499e-03
4.887847367940215918e+03 -4.690753630813560449e+03 4.821806224305997916e-03
4.899577839274033977e+03 -4.713295569844194688e+03 4.821806481389727221e-03
4.909568497313297485e+03 -4.732536792362225242e+03 4.821806700343938754e-03
4.919535047152612606e+03 -4.751770636971923523e+03 4.821806918769832445e-03
4.934799000406188497e+03 -4.781303235300583765e+03 4.821807253293152080e-03
4.945370068189385165e+03 -4.801809690045774914e+03 4.821807484967699682e-03
4.952952810414138185e+03 -4.816546221051248722e+03 4.821807651150403565e-03
4.959367288634002762e+03 -4.829029940633336082e+03 4.821807791729554316e-03
4.966587963457213846e+03 -4.843101993357413448e+03 4.821807949977258319e-03
4.978539517235654785e+03 -4.866438834863947704e+03 4.821808211906550810e-03
4.990444317289406172e+03 -4.889740145482937805e+03 4.821808472811244493e-03
5.001018743431328403e+03 -4.910484180977800861e+03 4.821808704559607181e-03
5.008646471211573953e+03 -4.925474887093878351e+03 4.821808871728365184e-03
5.018776644501592273e+03 -4.945418946730205789e+03 4.821809093740581087e-03
5.029437290402886902e+03 -4.966450906649697572e+03 4.821809327378642242e-03
5.037257455694387318e+03 -4.981907371891429648e+03 4.821809498764929348e-03
5.048002540876658713e+03 -5.003184073980082758e+03 4.821809734253627334e-03
5.061845472775799863e+03 -5.030661754083121195e+03 4.821810037634627344e-03
5.071632207796825242e+03 -5.050133446301333606e+03 4.821810252120262326e-03
5.083863131009311473e+03 -5.074520969769218937e+03 4.821810520172662914e-03
5.095502954922720164e+03 -5.097784439945826307e+03 4.821810775270605684e-03
5.108545289597154806e+03 -5.123914186333422549e+03 4.821811061105981018e-03
5.117316969862402402e+03 -5.141525432371417992e+03 4.821811253345871691e-03
5.121530989160658464e+03 -5.149996827970608138e+03 4.821811345700205940e-03
5.129816393826635249e+03 -5.166673217350034975e+03 4.821811527282932226e-03
5.140921893546433239e+03 -5.189068013825453818e+03 4.821811770670830603e-03
5.148880945501623501e+03 -5.205147632575244643e+03 4.821811945101275518e-03
5.162269335089565175e+03 -5.232252220599912107e+03 4.821812238521040565e-03
5.172831680056699042e+03 -5.253685193922137842e+03 4.821812470005296808e-03
5.184782794960919091e+03 -5.277989068458555266e+03 4.821812731925871447e-03
5.193037266306314450e+03 -5.294808168461895548e+03 4.821812912830854281e-03
5.202427709690549818e+03 -5.313974428240908310e+03 4.821813118631828633e-03
5.213773725238917905e+03 -5.337178280847729184e+03 4.821813367291169147e-03
5.223164866467327556e+03 -5.356422435984131880e+03 4.821813573107509680e-03
5.231628560010703040e+03 -5.373795752847217955e+03 4.821813758597925242e-03
5.244175433824469110e+03 -5.399602320368285291e+03 4.821814033575420010e-03
5.254499134811499971e+03 -5.420882595662260428e+03 4.821814259829864877e-03
5.266449065667266950e+03 -5.445567282874253578e+03 4.821814521724844538e-03
5.276875315938054882e+03 -5.467150345200207084e+03 4.821814750226847447e-03
5.285638303266423463e+03 -5.485323353225248866e+03 4.821814942276762481e-03
5.295606716269354365e+03 -5.506032878512633033e+03 4.821815160744858525e-03
5.307758129381455547e+03 -5.531330392439849675e+03 4.821815427055712103e-03
5.316528889708347378e+03 -5.549625897002988495e+03 4.821815619276079330e-03
5.327732349514854832e+03 -5.573039865822647698e+03 4.821815864811633025e-03
5.339291579204096706e+03 -5.597249014428234659e+03 4.821816118144307307e-03
5.349142534484635689e+03 -5.617921837273752317e+03 4.821816334038388566e-03
5.360506425949792174e+03 -5.641816981974989176e+03 4.821816583090107917e-03
5.370519636534670099e+03 -5.662914042564807460e+03 4.821816802540263881e-03
5.385163770465718699e+03 -5.693838996076374315e+03 4.821817123482093417e-03
5.393940836398657666e+03 -5.712414448373601772e+03 4.821817315840901987e-03
5.402247471745156872e+03 -5.730022161282249726e+03 4.821817497889745868e-03
5.411613909148588391e+03 -5.749908854989917018e+03 4.821817703165321052e-03
5.419339155596578166e+03 -5.766336918307933956e+03 4.821817872472451000e-03
5.428412441450095685e+03 -5.785661570203956217e+03 4.821818071323351156e-03
5.439105729630098722e+03 -5.808478068714612164e+03 4.821818305678396074e-03
5.451855650296987733e+03 -5.835741533854161389e+03 4.821818585106835663e-03
5.461490233092408744e+03 -5.856385739860706963e+03 4.821818796259281885e-03
5.471143591077675410e+03 -5.877106732927495614e+03 4.821819007823240077e-03
5.475357243125476998e+03 -5.886162835580762476e+03 4.821819100170069913e-03
5.483720866647747243e+03 -5.904158830069354735e+03 4.821819283468120262e-03
5.495444920743482726e+03 -5.929431696800747886e+03 4.821819540413761242e-03
5.507022799416827183e+03 -5.954442431454663165e+03 4.821819794155856286e-03
5.515963430811961189e+03 -5.973792156844865531e+03 4.821819990099774494e-03
5.524834387406417591e+03 -5.993022111570462584e+03 4.821820184516721446e-03
5.534292146477360802e+03 -6.013558138534426689e+03 4.821820391794133694e-03
5.542990927188233400e+03 -6.032477174027008004e+03 4.821820582437711875e-03
5.552906377490876366e+03 -6.054078589970595203e+03 4.821820799746008232e-03
5.565452597906440133e+03 -6.081466630255454220e+03 4.821821074710654770e-03
5.575668272446145238e+03 -6.103812809937517159e+03 4.821821298598788497e-03
5.584109397006575819e+03 -6.122308187530143186e+03 4.821821483595667424e-03
5.593035271781275696e+03 -6.141896138814627193e+03 4.821821679216430935e-03
5.600057057027029259e+03 -6.157327526397421025e+03 4.821821833106912022e-03
5.610707526370165397e+03 -6.180770426298840903e+03 4.821822066524203594e-03
5.625294008833153384e+03 -6.212949216630659066e+03 4.821822386203820573e-03
5.633947952887036081e+03 -6.232079904738930054e+03 4.821822575865039595e-03
5.643719202888427390e+03 -6.253715893518528901e+03 4.821822790013347189e-03
5.655541268736469647e+03 -6.279943022088264115e+03 4.821823049107716412e-03
5.670138844124358911e+03 -6.312403310151421465e+03 4.821823369030685605e-03
5.680856862651056872e+03 -6.336289991435478441e+03 4.821823603928671216e-03
5.690509066551769138e+03 -6.357839951713685878e+03 4.821823815468109960e-03
5.699558538283969938e+03 -6.378077452586148866e+03 4.821824013797992858e-03
5.710465902870524587e+03 -6.402512532169930637e+03 4.821824252845836878e-03
5.719573437356488284e+03 -6.422951356114936061e+03 4.821824452448300775e-03
5.728945754197362476e+03 -6.444018401450011879e+03 4.821824657853816289e-03
5.737111062371923254e+03 -6.462400454794988036e+03 4.821824836806321880e-03
5.743505542896605220e+03 -6.476814232917968184e+03 4.821824976949036154e-03
5.756119180554485865e+03 -6.505293668032390997e+03 4.821825253392087764e-03
5.766943137263512654e+03 -6.529782118755974807e+03 4.821825490612170750e-03
5.774055885768631924e+03 -6.545899267241475172e+03 4.821825646496669636e-03
5.784404412208788017e+03 -6.569384012432419695e+03 4.821825873297192443e-03
5.794735452706233445e+03 -6.592871021365863271e+03 4.821826099714528711e-03
5.802937671647193383e+03 -6.611548127001151443e+03 4.821826279476174384e-03
5.811749191798787251e+03 -6.631642094592098147e+03 4.821826472591429075e-03
5.819000430618669270e+03 -6.648200833797454834e+03 4.821826631511228270e-03
5.828118884044378319e+03 -6.669052802299847826e+03 4.821826831353355491e-03
5.835833541311094450e+03 -6.686720083822729066e+03 4.821827000429586806e-03
5.846678554738832645e+03 -6.711595690777176060e+03 4.821827238111469661e-03
5.855481516639408255e+03 -6.731821327668149024e+03 4.821827431039299623e-03
5.864094159709105952e+03 -6.751639138947939500e+03 4.821827619796084131e-03
5.879428677747653637e+03 -6.786996177307446487e+03 4.821827955871185907e-03
5.889388407468647529e+03 -6.810009944537887350e+03 4.821828174151139047e-03
5.902516448555309580e+03 -6.840404181662597694e+03 4.821828461868659862e-03
5.915483352411190026e+03 -6.870491786819184199e+03 4.821828746054718229e-03
5.924333150203762671e+03 -6.891064220448606648e+03 4.821828940009237341e-03
5.934787232076060718e+03 -6.915405630221357569e+03 4.821829169123709527e-03
5.945996509486320974e+03 -6.941553123429184780e+03 4.821829414789295491e-03
5.955243860946604400e+03 -6.963161241490161046e+03 4.821829617456811073e-03
5.965733710365397201e+03 -6.987713331996928900e+03 4.821829847355293269e-03
5.974958432607120812e+03 -7.009340026686550118e+03 4.821830049526926003e-03
5.983871857274218200e+03 -7.030268649605568498e+03 4.821830244876102942e-03
5.994295577159479762e+03 -7.054783004181808792e+03 4.821830473325380666e-03
6.001704742363095647e+03 -7.072233714195317589e+03 4.821830635706824894e-03
6.009238951319679472e+03 -7.090001043109805323e+03 4.821830800828785270e-03
6.020892061276624190e+03 -7.117525550338905305e+03 4.821831056221844401e-03
6.028396306325676960e+03 -7.135278714125161059e+03 4.821831220687158165e-03
6.037727433283056598e+03 -7.157384666157304309e+03 4.821831425191001712e-03
6.047485033334693071e+03 -7.180537526722764596e+03 4.821831639041594328e-03
6.055990192782150189e+03 -7.200749089560122229e+03 4.821831825443338194e-03
6.066624847858523026e+03 -7.226061125213163905e+03 4.821832058515812709e-03
6.076688610197961680e+03 -7.250055250970763154e+03 4.821832279076459712e-03
6.085495776088278035e+03 -7.271086017962079495e+03 4.821832472097165902e-03
6.099117156631670696e+03 -7.303672705491771922e+03 4.821832770627818357e-03
6.110409799915432814e+03 -7.330743549624457955e+03 4.821833018121150609e-03
6.118495705583886775e+03 -7.350157933513401076e+03 4.821833195334582906e-03
6.129484287982799287e+03 -7.376582841889467090e+03 4.821833436164092018e-03
6.137606978275041911e+03 -7.396146444897749461e+03 4.821833614183763939e-03
6.148296968650188319e+03 -7.421932908109738491e+03 4.821833848469304559e-03
6.159376610528463971e+03 -7.448706648297957145e+03 4.821834091294625174e-03
6.167864407271872551e+03 -7.469249853890505619e+03 4.821834277316189646e-03
6.177123869130194180e+03 -7.491693002264946699e+03 4.821834480249869923e-03
6.187842971350438347e+03 -7.517716083695995621e+03 4.821834715173590157e-03
6.199274529976040867e+03 -7.545518532895948738e+03 4.821834965711807933e-03
6.207772737398049685e+03 -7.566220094772870652e+03 4.821835151961659412e-03
6.219752444060700327e+03 -7.595450725662522018e+03 4.821835414513380227e-03
6.230214932853652499e+03 -7.621025427110726014e+03 4.821835643813229301e-03
6.241339591597687104e+03 -7.648265899799298495e+03 4.821835887625489613e-03
6.249519582150205679e+03 -7.668326894607162103e+03 4.821836066901306894e-03
6.259175845550581471e+03 -7.692042186271282844e+03 4.821836278531721476e-03
6.272358102814833728e+03 -7.724476250424049795e+03 4.821836567439239177e-03
6.283716265431404281e+03 -7.752476977708283812e+03 4.821836816369233850e-03
6.293159569446776004e+03 -7.775795665034092963e+03 4.821837023332464257e-03
6.302458799973164787e+03 -7.798792806550045498e+03 4.821837227138154464e-03
6.312661608430338674e+03 -7.824063577150809579e+03 4.821837450747060161e-03
6.324952628394884414e+03 -7.854560805443907157e+03 4.821837720122110205e-03
6.334856116857792586e+03 -7.879177101040841080e+03 4.821837937171075811e-03
6.347119551427562328e+03 -7.909712695871712640e+03 4.821838205941652786e-03
6.358098132200126201e+03 -7.937099141054204665e+03 4.821838446552880776e-03
6.372008393315843023e+03 -7.971866737894015387e+03 4.821838751416119596e-03
6.381627639925647600e+03 -7.995953722042031586e+03 4.821838962235689731e-03
6.391620557416516021e+03 -8.021014872664818540e+03 4.821839181244827813e-03
6.402181827267329936e+03 -8.047544010085402988e+03 4.821839412710264040e-03
6.412655205727477551e+03 -8.073895625004661269e+03 4.821839642249473729e-03
6.423187084865387988e+03 -8.100437866247375496e+03 4.821839873070850498e-03
6.433756356778353620e+03 -8.127118132132454775e+03 4.821840104711784362e-03
6.440896007062451645e+03 -8.145165746676502749e+03 4.821840261187605378e-03
6.449568729298999642e+03 -8.167115586914587766e+03 4.821840451262954935e-03
6.459696582508238862e+03 -8.192785611032741144e+03 4.821840673229654296e-03
6.469067379212973719e+03 -8.216572676881332882e+03 4.821840878604388009e-03
6.477939903329594017e+03 -8.239126695360755548e+03 4.821841073058777231e-03
6.484937487679093465e+03 -8.256936407761531882e+03 4.821841226421130430e-03
6.491627357303174904e+03 -8.273980926792137325e+03 4.821841373039479836e-03
6.502534144957397075e+03 -8.301807034961530007e+03 4.821841612077834051e-03
6.515451370981779291e+03 -8.334822726290440187e+03 4.821841895177971134e-03
6.527722999335917848e+03 -8.366248996846843511e+03 4.821842164128935064e-03
6.537471543458448650e+03 -8.391256077357684262e+03 4.821842377782799630e-03
6.544392885298027068e+03 -8.409033438624464907e+03 4.821842529474335698e-03
6.554948136205140145e+03 -8.436180658527882770e+03 4.821842760808446419e-03
6.561270159488274658e+03 -8.452461321311420761e+03 4.821842899365063120e-03
6.570793415429780907e+03 -8.477015521150315180e+03 4.821843108081516963e-03
6.582868902911811347e+03 -8.508201451844070107e+03 4.821843372734006990e-03
6.590518125871796656e+03 -8.527985817287117243e+03 4.821843540378271779e-03
6.601092638921410980e+03 -8.555374147690599784e+03 4.821843772134719146e-03
6.612805090474513236e+03 -8.585761026787804440e+03 4.821844028830859184e-03
6.626656105581853808e+03 -8.621765732736093923e+03 4.821844332396925566e-03
6.638412054085200907e+03 -8.652383570146048442e+03 4.821844590046475698e-03
6.648500075475946687e+03 -8.678700632424443029e+03 4.821844811140898850e-03
6.656834484092120874e+03 -8.700473114315536804e+03 4.821844993802242366e-03
6.666458691160347371e+03 -8.725648949961760081e+03 4.821845204731529423e-03
6.679908325357658214e+03 -8.760892600659281015e+03 4.821845499500985663e-03
6.688094750315156489e+03 -8.782379224160104059e+03 4.821845678919135271e-03
6.694555537522918712e+03 -8.799355206752079539e+03 4.821845820517285143e-03
6.704841810388154954e+03 -8.826416631459142081e+03 4.821846045956902638e-03
6.711861197563861424e+03 -8.844907289044931531e+03 4.821846199797677826e-03
6.718455744665478960e+03 -8.862296448490815237e+03 4.821846344327439249e-03
6.727811616935238817e+03 -8.886996245131012984e+03 4.821846549375966885e-03
6.735687195467219681e+03 -8.907814664620673284e+03 4.821846721981573776e-03
6.748793331353831491e+03 -8.942513607072760351e+03 4.821847009223066520e-03
6.759097631328793796e+03 -8.969841955843730830e+03 4.821847235057980657e-03
6.767648328218497227e+03 -8.992551174663822167e+03 4.821847422459959141e-03
6.781713630858731449e+03 -9.029968718625605106e+03 4.821847730723260311e-03
6.793238340426118157e+03 -9.060685495522920974e+03 4.821847983305509698e-03
6.804244404441706138e+03 -9.090068615102791227e+03 4.821848224520865547e-03
6.816066666900068412e+03 -9.121683745339396410e+03 4.821848483624553705e-03
6.823431521475012232e+03 -9.141406606577220373e+03 4.821848645037083748e-03
6.836642225390752174e+03 -9.176837846860871650e+03 4.821848934570772439e-03
6.845210121425466241e+03 -9.199853666059789248e+03 4.821849122349939655e-03
6.857132938879088215e+03 -9.231929730981937610e+03 4.821849383657631286e-03
6.867327360149987726e+03 -9.259400144839310087e+03 4.821849607084783933e-03
6.877921476945601171e+03 -9.287990840052952990e+03 4.821849839271948393e-03
6.887044242063560887e+03 -9.312646065765875392e+03 4.821850039212100501e-03
6.897743355355000858e+03 -9.341603175693308003e+03 4.821850273700510094e-03
6.906254700687723926e+03 -9.364671202807221562e+03 4.821850460240468920e-03
6.917462094085087301e+03 -9.395089632933377288e+03 4.821850705868740115e-03
6.929979351857704387e+03 -9.429121524069341831e+03 4.821850980204876388e-03
6.941811577415141073e+03 -9.461347518477123231e+03 4.821851239527465832e-03
6.951484801901395258e+03 -9.487734147932496853e+03 4.821851451532051594e-03
6.961405170816753525e+03 -9.514833101825206541e+03 4.821851668953248092e-03
6.970775829651533968e+03 -9.540465933553059585e+03 4.821851874326676425e-03
6.981597815113477736e+03 -9.570111680423724465e+03 4.821852111508359573e-03
6.989457094228282585e+03 -9.591670216410420835e+03 4.821852283757468646e-03
6.995623294295220148e+03 -9.608601501717930660e+03 4.821852418899963064e-03
7.006743941765484124e+03 -9.639174560277024284e+03 4.821852662627418816e-03
7.020688463294534813e+03 -9.677579682649229653e+03 4.821852968244828667e-03
7.030192553996482275e+03 -9.703799006069311872e+03 4.821853176542843789e-03
7.038515910127314783e+03 -9.726790122516104020e+03 4.821853358963115385e-03
7.049228775708962530e+03 -9.756421679977211170e+03 4.821853593753522120e-03
7.061291583256276681e+03 -9.789841090151458047e+03 4.821853858130218870e-03
7.072872852916817465e+03 -9.821980186723521911e+03 4.821854111953254376e-03
7.082945127654757016e+03 -9.849974504366400652e+03 4.821854332704163248e-03
7.095559192080802859e+03 -9.885089515979052521e+03 4.821854609162738031e-03
7.104338402709790898e+03 -9.909565943595953286e+03 4.821854801574034996e-03
7.115501628098587389e+03 -9.940732710744487122e+03 4.821855046235099841e-03
7.126326835961073812e+03 -9.971002496566507034e+03 4.821855283487980377e-03
7.136369599185784864e+03 -9.999125533210462891e+03 4.821855503592290156e-03
7.145116690664555790e+03 -1.002365253301395569e+04 4.821855695299772510e-03
7.154216830454702176e+03 -1.004920137453591451e+04 4.821855894744941223e-03
7.166900398436562682e+03 -1.008486501649604179e+04 4.821856172727134043e-03
7.178016891016751288e+03 -1.011617430394690018e+04 4.821856416364224580e-03
7.188067341379964091e+03 -1.014452288212487474e+04 4.821856636637201522e-03
7.198178518448416980e+03 -1.017308277321571950e+04 4.821856858241146786e-03
7.208200297289057744e+03 -1.020142976634961087e+04 4.821857077885811221e-03
7.217089601564266559e+03 -1.022660651659243740e+04 4.821857272710362678e-03
7.226662975789760821e+03 -1.025375542840920389e+04 4.821857482527528924e-03
7.239340938143649510e+03 -1.028976395807694644e+04 4.821857760387199959e-03
7.248538706964848643e+03 -1.031592738753533922e+04 4.821857961972392942e-03
7.255856274374798886e+03 -1.033676623532082886e+04 4.821858122349705934e-03
7.269587538180507181e+03 -1.037592664931144100e+04 4.821858423294466366e-03
7.283871176244531853e+03 -1.041674095445196144e+04 4.821858736345551420e-03
7.294564448793581505e+03 -1.044734852848341689e+04 4.821858970707501406e-03
7.303492929382769034e+03 -1.047293909970321693e+04 4.821859166390950885e-03
7.311921883865561540e+03 -1.049712666786799673e+04 4.821859351126429535e-03
7.323810307832804938e+03 -1.053128888835199177e+04 4.821859611682357931e-03
7.337193268192648247e+03 -1.056981216711283196e+04 4.821859904993767813e-03
7.344187711952082282e+03 -1.058997388070274610e+04 4.821860058289485079e-03
7.351154460596022545e+03 -1.061007485915324651e+04 4.821860210978232142e-03
7.359786913832358550e+03 -1.063500829039548989e+04 4.821860400173898220e-03
7.367993590629183018e+03 -1.065873906883061863e+04 4.821860580037934212e-03
7.379162960164996548e+03 -1.069107938812812790e+04 4.821860824834735965e-03
7.389434640215122272e+03 -1.072086373579222709e+04 4.821861049957098556e-03
7.399650785250165427e+03 -1.075052814612281509e+04 4.821861273862349667e-03
7.409681490910927096e+03 -1.077969397431879770e+04 4.821861493703399545e-03
7.421509970666796107e+03 -1.081413787484052591e+04 4.821861752945966195e-03
7.430715891352480867e+03 -1.084098304275248665e+04 4.821861954710435043e-03
7.440168719765020796e+03 -1.086858284244372044e+04 4.821862161886365968e-03
7.453544024998668647e+03 -1.090769520298345014e+04 4.821862455030568456e-03
7.464383236487805334e+03 -1.093944299491122365e+04 4.821862692591700680e-03
7.472565473652168293e+03 -1.096343913036107551e+04 4.821862871920411416e-03
7.481727761654819005e+03 -1.099034067306783982e+04 4.821863072728761399e-03
7.491273513341830039e+03 -1.101840317220194265e+04 4.821863281941453708e-03
7.498480952407382574e+03 -1.103961523237230722e+04 4.821863439905748998e-03
7.510429343813762898e+03 -1.107482522671634797e+04 4.821863701776784271e-03
7.518553701240074588e+03 -1.109879842440714128e+04 4.821863879837092956e-03
7.528382665405997614e+03 -1.112783618951216340e+04 4.821864095257039594e-03
7.538704369113595021e+03 -1.115837049428955652e+04 4.821864321476323351e-03
7.548549035782470128e+03 -1.118753257821081206e+04 4.821864537240492903e-03
7.556720065563969001e+03 -1.121176588099915534e+04 4.821864716323825267e-03
7.567497595829437159e+03 -1.124376953177852556e+04 4.821864952533505555e-03
7.577044958444203075e+03 -1.127215832486108411e+04 4.821865161781803931e-03
7.587137430451212822e+03 -1.130220690151909366e+04 4.821865382977228755e-03
7.597779902507387305e+03 -1.133393633377854712e+04 4.821865616226974662e-03
7.607865482591410910e+03 -1.136404649573669303e+04 4.821865837271427369e-03
7.619197444685511982e+03 -1.139792534175503533e+04 4.821866085632728512e-03
7.627914783825615814e+03 -1.142402163908409420e+04 4.821866276689673950e-03
7.640028664164986367e+03 -1.146033539523195941e+04 4.821866542188277954e-03
7.650650452439276705e+03 -1.149222372440854087e+04 4.821866774984905415e-03
7.660124726837399066e+03 -1.152070441342948470e+04 4.821866982631626414e-03
7.668850107704862239e+03 -1.154696502626175061e+04 4.821867173864951596e-03
7.681055942222717931e+03 -1.158375085562292952e+04 4.821867441379088307e-03
7.689560819220389931e+03 -1.160941735745582264e+04 4.821867627779715011e-03
7.700609084629090830e+03 -1.164280185666284524e+04 4.821867869923599816e-03
7.708793957810895336e+03 -1.166756496281304862e+04 4.821868049310790681e-03
7.717944429438383850e+03 -1.169528060501615983e+04 4.821868249860951361e-03
7.727326915510162507e+03 -1.172373313068528660e+04 4.821868455496187630e-03
7.737570832412890923e+03 -1.175483743188378867e+04 4.821868680011373587e-03
7.744771089460599796e+03 -1.177672472287667915e+04 4.821868837818908855e-03
7.753325609900321979e+03 -1.180275515534158330e+04 4.821869025307767495e-03
7.763694563696408295e+03 -1.183434522740717512e+04 4.821869252563477405e-03
7.777228084961470813e+03 -1.187563998863333836e+04 4.821869549176872709e-03
7.787963960515783583e+03 -1.190844946542056277e+04 4.821869784474477026e-03
7.799129932148767693e+03 -1.194262135725875851e+04 4.821870029198519272e-03
7.807349908767038869e+03 -1.196780873117095325e+04 4.821870209355366178e-03
7.813908525938278217e+03 -1.198792445443687029e+04 4.821870353100290996e-03
7.827240004178068375e+03 -1.202886506364739034e+04 4.821870645285765596e-03
7.837370656493035312e+03 -1.206002269001619425e+04 4.821870867318910070e-03
7.846996766286462844e+03 -1.208966589599149302e+04 4.821871078294047604e-03
7.853907313529384737e+03 -1.211096907682658639e+04 4.821871229752310202e-03
7.862911243284788725e+03 -1.213875367296568584e+04 4.821871427091201957e-03
7.874147717928302882e+03 -1.217347217665810604e+04 4.821871673360762257e-03
7.885026825257075870e+03 -1.220713372429891024e+04 4.821871911797955858e-03
7.894279172856475270e+03 -1.223579841029131785e+04 4.821872114581520971e-03
7.906936522819383754e+03 -1.227506657828344032e+04 4.821872391992523127e-03
7.914960608461795346e+03 -1.229999308769765776e+04 4.821872567856351835e-03
7.925036716470516694e+03 -1.233132993264589459e+04 4.821872788694372448e-03
7.936087354502615199e+03 -1.236574341864616144e+04 4.821873030891207085e-03
7.945163850067272506e+03 -1.239404497175419237e+04 4.821873229820794297e-03
7.957193560974523280e+03 -1.243160483933170326e+04 4.821873493476059452e-03
7.967548495029625883e+03 -1.246398113035247661e+04 4.821873720425270612e-03
7.977559851932648598e+03 -1.249532320717989933e+04 4.821873939844334260e-03
7.987029124644497642e+03 -1.252500442513846792e+04 4.821874147382563050e-03
7.999006571145150701e+03 -1.256259789115574677e+04 4.821874409892533409e-03
8.007055569586240381e+03 -1.258789283354126383e+04 4.821874586302645621e-03
8.017073962667232081e+03 -1.261941237322753295e+04 4.821874805876065831e-03
8.026607131337987084e+03 -1.264944191120448522e+04 4.821875014814842701e-03
8.037368795444628631e+03 -1.268338409879361279e+04 4.821875250678633873e-03
8.048734107212675553e+03 -1.271927956085710321e+04 4.821875499772639712e-03
8.058123763605473869e+03 -1.274897350419487339e+04 4.821875705566160825e-03
8.070601012979213010e+03 -1.278848525191715453e+04 4.821875979030646256e-03
8.081852071799783516e+03 -1.282416643418837339e+04 4.821876225620701922e-03
8.090445920437521636e+03 -1.285145412501879036e+04 4.821876413972571614e-03
8.105297452286625230e+03 -1.289867994298401754e+04 4.821876739474503445e-03
8.117185238751100769e+03 -1.293654387114511337e+04 4.821877000019905539e-03
8.128678443772648279e+03 -1.297320377401483711e+04 4.821877251917288700e-03
8.137186599268451573e+03 -1.300037566940300167e+04 4.821877438391162368e-03
8.147177637367797615e+03 -1.303231963110447396e+04 4.821877657365517510e-03
8.156260140486114324e+03 -1.306139278164482675e+04 4.821877856427471930e-03
8.167738326276334192e+03 -1.309818086374725681e+04 4.821878107995842232e-03
8.173231897782643500e+03 -1.311580630398821086e+04 4.821878228398929905e-03
8.189007200204711808e+03 -1.316648527395736892e+04 4.821878574147678113e-03
8.196775900223867211e+03 -1.319147853391477838e+04 4.821878744415021741e-03
8.208230754976859316e+03 -1.322837402960867621e+04 4.821878995472212402e-03
8.220405201122559447e+03 -1.326764377360814251e+04 4.821879262300811549e-03
8.231608068052373710e+03 -1.330383102357736789e+04 4.821879507835255887e-03
8.244290152439327358e+03 -1.334485588199459016e+04 4.821879785789923850e-03
8.252648916020452816e+03 -1.337192990297335200e+04 4.821879968989917220e-03
8.263396401420355687e+03 -1.340678130739834160e+04 4.821880204543840809e-03
8.272929622045110591e+03 -1.343773311534896493e+04 4.821880413484613478e-03
8.283594405198384266e+03 -1.347240109596750699e+04 4.821880647226021652e-03
8.293164362126852211e+03 -1.350354814825113863e+04 4.821880856972018264e-03
8.300697402686439091e+03 -1.352809100572485477e+04 4.821881022074677239e-03
8.309139794353559410e+03 -1.355562303521437570e+04 4.821881207107730355e-03
8.321175754872343532e+03 -1.359492267730529420e+04 4.821881470901567823e-03
8.331766957105193796e+03 -1.362955196826369502e+04 4.821881703030481137e-03
8.343630050171159382e+03 -1.366839216963853687e+04 4.821881963035656513e-03
8.351687366657248276e+03 -1.369480363244656473e+04 4.821882139629089965e-03
8.360673427189578433e+03 -1.372428953967173584e+04 4.821882336577976852e-03
8.370639312305866042e+03 -1.375702762244618498e+04 4.821882555001865203e-03
8.378894615842247731e+03 -1.378417595292557962e+04 4.821882735934692951e-03
8.391208150852282415e+03 -1.382471988110337406e+04 4.821883005812484940e-03
8.400173811229424246e+03 -1.385427795164287090e+04 4.821883202314388231e-03
8.412418712115508242e+03 -1.389469804490217939e+04 4.821883470688009300e-03
8.420577571326643010e+03 -1.392166290804161690e+04 4.821883649507175372e-03
8.430635606089943394e+03 -1.395494048179825768e+04 4.821883869950942779e-03
8.441771573509704467e+03 -1.399183079590438865e+04 4.821884114019997676e-03
8.448759216201735398e+03 -1.401500374655588530e+04 4.821884267169477753e-03
8.457191874055937660e+03 -1.404299429689999670e+04 4.821884451989649940e-03
8.468278345267821351e+03 -1.407983614689437672e+04 4.821884694973995258e-03
8.477681954667625178e+03 -1.411112344905850478e+04 4.821884901074765389e-03
8.485437246037221485e+03 -1.413695266296272166e+04 4.821885071049049169e-03
8.496879756977499710e+03 -1.417510539399809204e+04 4.821885321836904929e-03
8.504359209971353266e+03 -1.420007189947064035e+04 4.821885485765634027e-03
